CLIENT_OPERATOR,RECORDER_ID,RECORDER_TYPE,RECORDER_SERIAL_NUM,LATITUDE,LONGITUDE,LATITUDE_ANCHOR,LONGITUDE_ANCHOR,LOCATION,DEPTH_M,DATE_TIME_DEPLOY_LOC,DEPLOYMENT,DATE_TIME_REC_STRT_LOC,DATE_TIME_REC_STOP_LOC,DATE_TIME_AUTORELEASE_LOC,ACOUST_RELEASE_CODE,DATE_TIME_RECOVER_LOC,SAMPLE_RATE_HZ,BIT_DEPTH,DUTY_CYCLE_ON,DUTY_CYCLE_PCT,RECORDER_MODEL,DYR_LOWER_LIM,DYR_UPPER_LIM,PROGRAM_NAME,STUDY_YEAR,A_P,REPORT,CONTRACTOR,NOTES
CPAI/Shell/StatOil,W35,Acoustic,45,71.11045,-161.07483,,,,49,7/30/11 6:56 AM,,7/24/11 6:43 PM,10/13/11 12:32 AM,,,10/13/11 12:32 AM,16000,24,no,0,AMAR,,,Chukchi Environmental Studies Program,2011,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,n/a
CPAI/Shell/StatOil,W50,Acoustic,19,71.31058,-161.53585,,,,49.40000153,7/30/11 11:22 PM,,7/24/11 7:00 PM,10/12/11 8:59 PM,,,10/12/11 8:59 PM,16000,24,no,0,AMAR,,,Chukchi Environmental Studies Program,2011,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,n/a
CPAI/Shell/StatOil,WN20,Acoustic,9,71.64263,-161.53652,,,,47,7/31/11 2:28 AM,,7/24/11 6:48 PM,10/8/11 9:33 AM,,,10/8/11 9:33 AM,16000,24,no,0,AMAR,,,Chukchi Environmental Studies Program,2011,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,n/a
CPAI/Shell/StatOil,WN40,Acoustic,11,71.97437,-161.54035,,,,34.90000153,7/31/11 6:14 AM,,7/31/11 5:02 AM,10/8/11 12:46 PM,,,10/8/11 12:46 PM,16000,24,no,0,AMAR,,,Chukchi Environmental Studies Program,2011,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,n/a
CPAI/Shell/StatOil,B5,Acoustic,382052,71.36433,-156.9339,,,,60,10/16/10 7:27 AM,,10/16/10 3:07 AM,8/8/11 12:00 AM,,,8/8/11 12:00 AM,16384,16,40,17,AURAL,,,Chukchi Environmental Studies Program,2010,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,Overwinter recorders duty cycled 40 mins on per 4 hours
CPAI/Shell/StatOil,CL50,Acoustic,382068,69.49718,-167.77765,,,,48.75999832,10/10/10 9:03 AM,,10/10/10 7:15 AM,7/30/11 6:41 AM,,,7/30/11 6:41 AM,16384,16,40,17,AURAL,,,Chukchi Environmental Studies Program,2010,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,Overwinter recorders duty cycled 40 mins on per 4 hours
CPAI/Shell/StatOil,PL50,Acoustic,382049,70.40295,-164.59242,,,,42.97999954,10/10/10 1:07 PM,,10/10/10 11:00 AM,7/30/11 11:13 PM,,,7/30/11 11:13 PM,16384,16,40,17,AURAL,,,Chukchi Environmental Studies Program,2010,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,Overwinter recorders duty cycled 40 mins on per 4 hours
CPAI/Shell/StatOil,PLN40,Acoustic,382065,71.06705,-164.58937,,,,40.09999847,10/10/10 7:35 PM,,10/10/10 6:25 PM,7/31/11 6:04 AM,,,7/31/11 6:04 AM,16384,16,40,17,AURAL,,,Chukchi Environmental Studies Program,2010,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,Overwinter recorders duty cycled 40 mins on per 4 hours
CPAI/Shell/StatOil,PLN80,Acoustic,382070,71.72373,-164.24065,,,,38.40999985,10/11/10 1:40 AM,,10/11/10 12:44 AM,7/28/11 11:16 PM,,,7/28/11 11:16 PM,16384,16,40,17,AURAL,,,Chukchi Environmental Studies Program,2010,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,Overwinter recorders duty cycled 40 mins on per 4 hours
CPAI/Shell/StatOil,W35,Acoustic,382064,71.10295,-161.04832,,,,47.54999924,10/11/10 9:48 AM,,10/11/10 7:15 AM,7/27/11 1:11 PM,,,7/27/11 1:11 PM,16384,16,40,17,AURAL,,,Chukchi Environmental Studies Program,2010,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,Overwinter recorders duty cycled 40 mins on per 4 hours
CPAI/Shell/StatOil,W50,Acoustic,382047,71.31133,-161.53285,,,,48.77000046,10/11/10 3:01 PM,,10/11/10 9:32 AM,7/28/11 3:10 AM,,,7/28/11 3:10 AM,16384,16,40,17,AURAL,,,Chukchi Environmental Studies Program,2010,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,Overwinter recorders duty cycled 40 mins on per 4 hours
CPAI/Shell/StatOil,WN40,Acoustic,382055,71.97468,-161.53645,,,,33.52999878,10/15/10 10:00 PM,,10/15/10 9:05 PM,7/26/11 7:17 AM,,,7/26/11 7:17 AM,16384,16,40,17,AURAL,,,Chukchi Environmental Studies Program,2010,Actual,Northeastern Chukchi Sea Joint Acoustic Monitoring Program 2010-2011,JASC,Overwinter recorders duty cycled 40 mins on per 4 hours
